Year,Name,Mileage,Rating,Review Count,Price
2023,Mercedes-Benz GLB 250 Base,20033,4.8,5398,39894
2021,Mercedes-Benz C-Class C 300,24028,4.8,5398,31894
2023,Mercedes-Benz GLE 350 Base 4MATIC,13269,4.9,2501,63486
2021,Mercedes-Benz AMG G 63 Base,14589,4.8,2002,199860
2022,Mercedes-Benz GLE 580 AWD 4MATIC,11491,4.8,823,77900
2024,Mercedes-Benz GLE 350 Base 4MATIC,9841,4.5,2465,62988
2023,Mercedes-Benz C-Class C 300 4MATIC,3298,4.8,1354,49983
2023,Mercedes-Benz E-Class E 350 4MATIC,428,4.9,274,54995
2020,Mercedes-Benz GLE 350 Base 4MATIC,42812,,64,39997
2021,Mercedes-Benz GLE 350 Base,23644,4.8,2059,42880
2023,Mercedes-Benz GLB 250 Base,6663,4.8,1094,40996
2020,Mercedes-Benz E-Class E 350 4MATIC,42075,,2,41100
2023,Mercedes-Benz C-Class C 300 4MATIC,4162,4.4,2339,44998
2018,Mercedes-Benz GLE 350 Base,98205,4.5,1926,21260
2021,Mercedes-Benz GLC 300 Base 4MATIC,28998,4.6,5510,35500
2022,Mercedes-Benz GLC 300 Base 4MATIC,23235,,60,38494
2022,Mercedes-Benz GLC 300 ,24320,4.6,66,36999
2022,Mercedes-Benz S-Class S 580 4MATIC,18406,4.8,2468,95984
2023,Mercedes-Benz GLE 580 AWD 4MATIC,12769,4.8,1354,87993
2021,Mercedes-Benz GLE 350 Base,22243,4.5,1926,47845
2021,Mercedes-Benz GLC 300 ,21296,4.2,7,39981
2021,Mercedes-Benz G-Class G 550 4MATIC,14975,4.7,1171,159990
2024,Mercedes-Benz GLE 350 Base 4MATIC,7459,4.5,1926,60777
2024,Mercedes-Benz GLE 450 GLE 450,2292,,,75445
2024,Mercedes-Benz GLE 350 Base 4MATIC,5572,4.5,1926,67960
2023,Mercedes-Benz AMG GLE 53 Base,11932,4.6,266,73980
2020,Mercedes-Benz C-Class C 300 4MATIC,51007,4.6,827,35678
2021,Mercedes-Benz GLE 450 4MATIC,60585,4.8,752,44988
2020,Mercedes-Benz GLC 300 Base 4MATIC,32455,4.8,1094,28886
2020,Mercedes-Benz AMG G 63 4MATIC,29469,4.5,1334,169999
2023,Mercedes-Benz C-Class C 300 4MATIC,8330,3.2,157,47261
2023,Mercedes-Benz AMG GLB 35 Base,8440,4.5,2465,44995
2021,Mercedes-Benz GLA 250 Base,25120,4.6,1018,29999
2022,Mercedes-Benz C-Class C 300,15630,,386,39948
2021,Mercedes-Benz GLC 300 Base 4MATIC,21283,4.7,192,36221
2023,Mercedes-Benz EQB 250 Base,7211,4.8,2002,43995
2021,Mercedes-Benz AMG GLE 63 S-Model 4MATIC,39805,4.7,1948,84950
2023,Mercedes-Benz C-Class C 300 4MATIC,5877,4.8,1018,45000
2019,Mercedes-Benz E-Class E 300,27657,4.6,1915,29946
2023,Mercedes-Benz EQB 300 Base 4MATIC,2881,4.3,1491,53484
2022,Mercedes-Benz GLS 450 4MATIC,34596,4.8,4576,69888
2021,Mercedes-Benz GLE 350 Base,34629,4.2,568,51989
2022,Mercedes-Benz AMG CLA 35 Base 4MATIC,5993,,150,46307
2022,Mercedes-Benz GLE 350 Base 4MATIC,45959,4.8,899,47983
2021,Mercedes-Benz C-Class C 300,12353,,418,35233
2023,Mercedes-Benz GLB 250 ,5814,2.9,607,46000
2022,Mercedes-Benz C-Class C 300,9583,4.9,1411,42595
2018,Mercedes-Benz GLC 300 Base 4MATIC,52285,4.3,159,24586
2023,Mercedes-Benz EQS 580 Base 4MATIC,6813,4.8,295,84444
2020,Mercedes-Benz AMG G 63 Base,40404,4.9,2501,165966
2021,Mercedes-Benz AMG GLC 43 Base 4MATIC,10842,4.6,1276,55997
2019,Mercedes-Benz AMG C 63 S,23903,4.2,2867,63899
2020,Mercedes-Benz GLS 450 Base 4MATIC,45050,4.9,199,47800
2020,Mercedes-Benz GLA 250 Base 4MATIC,30532,4.8,1729,26999
2019,Mercedes-Benz GLA 250 Base,24897,4.3,1491,26140
2021,Mercedes-Benz GLA 250 Base,50302,4.7,911,25994
2020,Mercedes-Benz GLC 300 Base 4MATIC,37104,4.9,977,37900
2022,Mercedes-Benz GLE 350 Base,26365,4.9,1405,51200
2023,Mercedes-Benz GLB 250 Base 4MATIC,10632,,37,41000
2023,Mercedes-Benz C-Class C 300 4MATIC,3251,4.8,1354,47983
2020,Mercedes-Benz CLA 250 Base,29616,4.5,1050,27998
2022,Mercedes-Benz GLC 300 Base 4MATIC,16535,,236,41990
2021,Mercedes-Benz AMG GLE 63 S-Model 4MATIC,14427,4.9,7140,87770
2023,Mercedes-Benz EQB 300 ,461,4.6,66,51499
2023,Mercedes-Benz CLA 250 Base 4MATIC,4698,3.9,1800,40900
2023,Mercedes-Benz C-Class C 300 4MATIC,4561,4.8,1354,49983
2024,Mercedes-Benz GLE 350 Base 4MATIC,13704,4.8,899,67984
2023,Mercedes-Benz CLA 250 Base 4MATIC,3000,4.5,919,40501
2024,Mercedes-Benz GLE 350 Base 4MATIC,15535,4.4,1231,64484
2024,Mercedes-Benz GLS 450 4MATIC,3413,4.8,2002,91433
2021,Mercedes-Benz GLA 250 Base 4MATIC,18209,,67,29886
2018,Mercedes-Benz CLA 250 Base 4MATIC,66169,4.3,112,19990
2023,Mercedes-Benz C-Class C 300 4MATIC,7368,4.6,716,47131
2020,Mercedes-Benz A-Class A 220,33636,4.6,1847,27750
2022,Mercedes-Benz GLC 300 Base,22324,,64,37417
2023,Mercedes-Benz GLE 350 Base 4MATIC,12532,4.7,911,58594
2024,Mercedes-Benz GLE 350 Base 4MATIC,12135,4.5,2465,61988
2021,Mercedes-Benz GLC 300 Base,31961,4.4,311,36851
2022,Mercedes-Benz AMG GT 53 Base,8361,4.8,4576,91888
2023,Mercedes-Benz EQB 300 Base 4MATIC,2272,4.7,449,48500
2020,Mercedes-Benz G-Class G 550 4MATIC,46226,4.9,848,133448
2021,Mercedes-Benz E-Class E 450 4MATIC,24377,4.8,752,48787
2021,Mercedes-Benz GLC 300 4MATIC Coupe,24774,4.3,1152,42999
2020,Mercedes-Benz GLA 250 Base 4MATIC,36126,4.8,2059,27583
2023,Mercedes-Benz AMG CLA 35 Base 4MATIC,5890,4.6,1171,54840
2024,Mercedes-Benz GLA 250 Base 4MATIC,2077,,,41998
2023,Mercedes-Benz AMG GLA 35 ,5906,4.8,301,45994
2024,Mercedes-Benz GLE 350 Base 4MATIC,7638,5,1502,66990
2023,Mercedes-Benz GLS 450 4MATIC,13863,4.5,1926,75450
2021,Mercedes-Benz GLE 350 Base,31953,4.6,1899,47851
2023,Mercedes-Benz E-Class E 350 4MATIC,4823,4.5,843,56555
2021,Mercedes-Benz S-Class S 580 4MATIC,3165,4.8,823,99900
2020,Mercedes-Benz GLC 300 Base 4MATIC,42280,4.4,311,32221
2021,Mercedes-Benz G-Class G 550 4MATIC,49307,4.9,848,132228
2023,Mercedes-Benz C-Class C 300 4MATIC,2974,4.8,1018,48000
2021,Mercedes-Benz C-Class C 300,15426,4.8,5398,37393
2021,Mercedes-Benz GLS 580 Base 4MATIC,24688,4.9,1405,75008
2023,Mercedes-Benz GLA 250 Base,9146,,689,38991
2023,Mercedes-Benz CLA 250 Base 4MATIC,8189,4.4,925,36991
2023,Mercedes-Benz GLB 250 Base,14688,,15,40122
2023,Mercedes-Benz E-Class E 450 4MATIC,15007,4.7,1371,66690
2023,Mercedes-Benz CLA 250 Base 4MATIC,3292,3.9,1800,39900
2024,Mercedes-Benz GLE 350 Base 4MATIC,3452,4.5,501,64991
2024,Mercedes-Benz GLE 350 Base 4MATIC,3987,4.9,1405,64900
2018,Mercedes-Benz GLC 300 Base 4MATIC,49832,4.7,192,27749
2023,Mercedes-Benz C-Class C 300 4MATIC,7129,4.6,304,46800
2023,Mercedes-Benz EQB 300 Base 4MATIC,1730,4.7,449,49000
2020,Mercedes-Benz CLA 250 Base,53204,4.2,568,29989
2020,Mercedes-Benz GLS 450 ,40517,4.4,79,53988
2023,Mercedes-Benz CLA 250 Base 4MATIC,9768,,236,43545
2022,Mercedes-Benz E-Class E 350,26653,4.7,2931,44562
2020,Mercedes-Benz S-Class S 560,29938,4.6,1847,64000
2023,Mercedes-Benz EQE 350+ Base,9138,4.8,2002,63933
2024,Mercedes-Benz C-Class C 300,895,4.8,527,44000
2023,Mercedes-Benz GLB 250 ,18820,,60,39894
2020,Mercedes-Benz GLE 350 Base,37445,4.4,1038,47618
2024,Mercedes-Benz GLE 350 Base 4MATIC,9600,4.3,1491,81285
2023,Mercedes-Benz GLS 450 4MATIC,11064,4.7,1372,79900
2017,Mercedes-Benz GLA 250 Base,69244,4.3,1491,15888
2023,Mercedes-Benz GLB 250 Base 4MATIC,14268,,15,41403
2022,Mercedes-Benz AMG G 63 4MATIC,11473,4.8,5398,212894
2021,Mercedes-Benz C-Class C 300,22841,4.5,996,31881
2020,Mercedes-Benz GLE 350 Base 4MATIC,35558,4.3,1491,49885
2023,Mercedes-Benz GLS 450 4MATIC,9309,4.8,5398,81894
2021,Mercedes-Benz GLB 250 Base,22233,4.8,1001,30698
2021,Mercedes-Benz C-Class C 300,10818,4.7,2931,31986
2021,Mercedes-Benz GLS 450 4MATIC,24901,4.8,1729,56999
2023,Mercedes-Benz EQE 500 Base 4MATIC,3726,4.3,1491,73362
2023,Mercedes-Benz C-Class C 300 4MATIC,3606,4.8,1354,47983
2023,Mercedes-Benz GLA 250 Base,6399,4.8,2059,37882
2021,Mercedes-Benz GLB 250 Base 4MATIC,28406,4.5,97,36991
2023,Mercedes-Benz GLB 250 Base 4MATIC,7790,4.7,1424,44977
2024,Mercedes-Benz AMG GLE 63 S,2509,4.5,1926,118500
2024,Mercedes-Benz GLE 580 AWD 4MATIC,745,4.8,295,92676
2020,Mercedes-Benz GLB 250 Base 4MATIC,40717,4.6,1276,27497
2023,Mercedes-Benz GLB 250 Base 4MATIC,9200,2.9,607,42000
2023,Mercedes-Benz CLA 250 Base 4MATIC,4646,3.9,1800,50490
2023,Mercedes-Benz G-Class G 550 4MATIC,4701,4.8,558,170388
2023,Mercedes-Benz S-Class Base,5488,4.8,823,129900
2023,Mercedes-Benz GLC 300 4MATIC Coupe,16424,4.8,823,53900
2023,Mercedes-Benz GLC 300 Base 4MATIC,9767,4.5,991,47675
2023,Mercedes-Benz CLA 250 Base 4MATIC,7281,4.4,925,37894
2023,Mercedes-Benz CLA 250 Base 4MATIC,7601,4.4,925,37661
2022,Mercedes-Benz GLA 250 Base,33875,4.4,1038,34984
2022,Mercedes-Benz AMG G 63 4MATIC,21160,3.1,94,192997
2021,Mercedes-Benz AMG GLC 43 4MATIC Coupe,73117,4.5,1334,43777
2021,Mercedes-Benz E-Class E 350 4MATIC,28146,3.9,1800,42900
2023,Mercedes-Benz GLA 250 Base 4MATIC,11886,,236,41990
2021,Mercedes-Benz E-Class E 350 4MATIC,42091,4.5,991,39877
2022,Mercedes-Benz GLC 300 Base 4MATIC,14059,,236,41939
2023,Mercedes-Benz GLA 250 Base,12625,4.4,1038,39984
2020,Mercedes-Benz GLC 300 Base 4MATIC,42143,4.8,1018,31000
2020,Mercedes-Benz GLE 350 Base 4MATIC,33278,4.9,2783,42974
2023,Mercedes-Benz GLB 250 ,6227,,,43465
2023,Mercedes-Benz GLA 250 Base,7378,,67,38986
2021,Mercedes-Benz GLC 300 Base,37820,4.5,1684,32998
2021,Mercedes-Benz GLE 350 Base 4MATIC,35684,4.7,2931,45991
2020,Mercedes-Benz E-Class E 350 4MATIC,33653,4.5,991,38595
2021,Mercedes-Benz CLA 250 Base 4MATIC,30324,3.9,1800,32900
2020,Mercedes-Benz C-Class C 300,30278,4.9,7140,29999
2021,Mercedes-Benz AMG GLE 53 Base,38675,4.9,2501,71356
2024,Mercedes-Benz C-Class C 300 4MATIC,4826,4.4,295,56633
2021,Mercedes-Benz GLE 350 Base 4MATIC,12880,4.5,919,47307
2024,Mercedes-Benz GLE 350 Base 4MATIC,12401,4.5,2465,61988
2021,Mercedes-Benz GLA 250 Base 4MATIC,27134,4.9,2516,32995
2022,Mercedes-Benz Metris Base,23199,4.3,352,39459
2023,Mercedes-Benz CLA 250 Base 4MATIC,6430,4.4,925,38741
2021,Mercedes-Benz GLC 300 Base,41370,4.6,1018,31997
2021,Mercedes-Benz CLA 250 Base,49855,4.6,76,30990
2023,Mercedes-Benz AMG GLE 53 AMG GLE 53,42748,4.5,949,71995
2023,Mercedes-Benz GLA 250 Base 4MATIC,6452,4.4,1038,41874
2019,Mercedes-Benz G-Class G 550 4MATIC,29260,4.7,1594,119255
2023,Mercedes-Benz GLB 250 Base 4MATIC,12689,4.5,344,43781
2022,Mercedes-Benz AMG E 53 Base 4MATIC,18567,4.3,1491,66164
2021,Mercedes-Benz GLS 580 Base 4MATIC,16289,4.9,2501,77933
2021,Mercedes-Benz GLE 450 4MATIC,32458,4.9,4585,49900
2020,Mercedes-Benz GLC 300 ,44156,,5,29862
2024,Mercedes-Benz GLC 300 Base 4MATIC,1156,,2,54800
2020,Mercedes-Benz C-Class C 300 4MATIC,17495,4.9,1517,31654
2022,Mercedes-Benz GLE 350 Base 4MATIC,12328,4.3,443,50500
2020,Mercedes-Benz GLB 250 Base 4MATIC,42985,4.9,2783,26615
2024,Mercedes-Benz GLS 450 4MATIC,455,4.8,1291,93100
2022,Mercedes-Benz AMG GT 53 Base,11596,4.9,848,91358
2020,Mercedes-Benz GLB 250 Base,13318,4.9,7140,29999
2024,Mercedes-Benz C-Class C 300 4MATIC,2914,4.7,1239,53999
2020,Mercedes-Benz C-Class ,36257,,8,27990
2021,Mercedes-Benz AMG GLE 53 4MATIC Coupe,34125,5,1782,70497
2021,Mercedes-Benz GLE 450 4MATIC,27768,4.3,419,51997
2021,Mercedes-Benz GLA 250 Base 4MATIC,31829,4.9,1375,30998
2020,Mercedes-Benz Metris Base,1476,,,37844
2023,Mercedes-Benz C-Class C 300,5120,5,1502,47990
2023,Mercedes-Benz CLA 250 Base 4MATIC,7397,4.4,925,40441
2023,Mercedes-Benz GLB 250 Base,10626,5,2881,44998
2020,Mercedes-Benz E-Class E 450 4MATIC,44116,4.5,1684,44995
2023,Mercedes-Benz GLE 350 Base 4MATIC,12114,4.6,828,62500
2023,Mercedes-Benz AMG G 63 4MATIC,8741,4.9,911,206885
2018,Mercedes-Benz GLC 300 Base 4MATIC,62833,,2,25900
2022,Mercedes-Benz CLA 250 Base,19001,5,2881,35998
2024,Mercedes-Benz C-Class C 300 4MATIC,4194,4.7,1014,50997
2020,Mercedes-Benz AMG GLC 43 4MATIC,11358,4.8,301,46997
2024,Mercedes-Benz GLE 350 Base 4MATIC,3521,4.6,1246,73777
2020,Mercedes-Benz E-Class E 350,54536,4.7,2931,30978
2023,Mercedes-Benz E-Class E 350,6534,4.5,1926,56777
2021,Mercedes-Benz GLC 300 Base 4MATIC,27501,4.5,450,36595
2023,Mercedes-Benz GLB 250 Base 4MATIC,4820,4.4,295,43712
2020,Mercedes-Benz GLE 350 Base 4MATIC,21431,4,3563,47575
2022,Mercedes-Benz GLS 450 ,19065,,47,69111
2023,Mercedes-Benz GLB 250 Base,4715,4.7,733,43803
2022,Mercedes-Benz GLE 350 Base 4MATIC,23423,4.8,752,55988
2022,Mercedes-Benz AMG SL 55 Base,418,4.7,1239,112999
2016,Mercedes-Benz CLS-Class CLS 550,63437,4.5,1492,25998
2023,Mercedes-Benz GLB 250 Base,1694,4.4,2963,40877
2020,Mercedes-Benz CLA 250 Base 4MATIC,53470,4.4,1038,29984
2022,Mercedes-Benz GLE 350 Base 4MATIC,21517,3.1,133,54995
2022,Mercedes-Benz AMG SL 55 Base,1485,4.7,1239,117999
2020,Mercedes-Benz C-Class C 300,41373,4.5,1926,25991
2024,Mercedes-Benz GLE 350 Base 4MATIC,5181,4.9,2783,68523
2021,Mercedes-Benz GLB 250 Base,40741,4.8,2059,31383
2022,Mercedes-Benz GLS 450 4MATIC,15092,4.8,1354,70994
2021,Mercedes-Benz E-Class E 350 4MATIC,41019,4.5,2465,35988
2022,Mercedes-Benz GLE 350 Base,20192,4.9,268,55265
2021,Mercedes-Benz GLE 350 Base 4MATIC,37049,4.8,752,47988
2021,Mercedes-Benz GLC 300 Base,36873,4.7,733,30439
2020,Mercedes-Benz GLA 250 Base,36550,4,3563,26650
2021,Mercedes-Benz GLB 250 Base 4MATIC,49040,4.6,1276,29853
2023,Mercedes-Benz GLA 250 Base 4MATIC,6662,4.9,2118,39900
2023,Mercedes-Benz GLA 250 Base 4MATIC,5510,4.8,1291,39600
2024,Mercedes-Benz AMG GLE 53 Base,2870,4.7,1239,91999
2021,Mercedes-Benz GLE 350 Base,59154,4.8,2059,39983
2021,Mercedes-Benz C-Class C 300,52349,4.6,76,29990
2023,Mercedes-Benz CLA 250 Base 4MATIC,7420,4.4,925,39891
2023,Mercedes-Benz GLB 250 Base 4MATIC,5350,4.8,1291,41600
2023,Mercedes-Benz E-Class E 350,8273,4.6,76,51990
2023,Mercedes-Benz AMG G 63 ,6566,4.9,911,218554
2021,Mercedes-Benz GLA 250 Base 4MATIC,19543,4.6,1276,32294
2021,Mercedes-Benz GLB 250 Base,41403,4.9,3222,30991
2021,Mercedes-Benz AMG GT 43 Base,7134,3.4,479,79900
2024,Mercedes-Benz GLE 350 Base 4MATIC,9963,4.5,2465,62988
2024,Mercedes-Benz GLE 350 Base 4MATIC,12343,4.5,2465,62988
2021,Mercedes-Benz GLA 250 Base 4MATIC,10532,,386,33495
2023,Mercedes-Benz GLB 250 Base 4MATIC,2601,4.4,2963,41888
2023,Mercedes-Benz C-Class C 300 4MATIC,12867,,236,43820
2023,Mercedes-Benz AMG G 63 ,10446,4.9,848,217994
2020,Mercedes-Benz C-Class C 300 4MATIC,32041,4.5,1926,29795
2024,Mercedes-Benz C-Class C 300 4MATIC,2541,4.7,1239,54999
2023,Mercedes-Benz GLB 250 Base,8849,4.3,159,46809
2019,Mercedes-Benz AMG GLC 43 Base 4MATIC,63814,4.6,673,39870
2021,Mercedes-Benz GLE 350 Base 4MATIC,24318,4.3,1152,46999
2021,Mercedes-Benz GLC 300 Base 4MATIC,7587,4.9,2501,37995
2021,Mercedes-Benz GLC 300 Base 4MATIC,19320,4.5,450,36395
2022,Mercedes-Benz C-Class C 300,5977,4.7,2931,41990
2023,Mercedes-Benz EQS 450+ ,2570,3.9,112,78500
2020,Mercedes-Benz GLS 450 Base 4MATIC,44705,4.9,199,49722
2021,Mercedes-Benz C-Class C 300 4MATIC,24468,4.9,1411,35993
2020,Mercedes-Benz C-Class C 300,20721,4.6,827,31789
2020,Mercedes-Benz GLC 300 Base 4MATIC,30066,4.7,316,32855
2021,Mercedes-Benz GLA 250 Base,43565,,418,29933
2023,Mercedes-Benz EQE 350+ Base,102,4.3,1491,65555
2020,Mercedes-Benz GLE 450 ,47424,4.6,673,47870
2019,Mercedes-Benz G-Class G 550 4MATIC,61051,4.7,2931,108670
2021,Mercedes-Benz CLS 450 ,35973,,27,58900
2016,Mercedes-Benz S-Class 4MATIC,85186,4.3,159,33639
2024,Mercedes-Benz GLE 350 Base 4MATIC,3390,4.9,2783,71360
2023,Mercedes-Benz GLB 250 Base,10641,4.6,76,39890
2023,Mercedes-Benz GLA 250 Base 4MATIC,8485,,1,39500
2024,Mercedes-Benz C-Class C 300 4MATIC,3838,4.7,1239,57835
2023,Mercedes-Benz GLC 300 Base 4MATIC,11440,5,5929,51999
2021,Mercedes-Benz C-Class C 300,29522,4.9,1797,34994
2021,Mercedes-Benz GLB 250 Base,45251,4.7,2308,29995
2023,Mercedes-Benz GLB 250 Base,11077,4.4,79,44611
2023,Mercedes-Benz GLB 250 ,9707,,0,44004
2023,Mercedes-Benz C-Class ,21957,,,40364
2021,Mercedes-Benz CLA 250 Base,46057,,7,30304
2023,Mercedes-Benz AMG GLA 45 Base,7561,3.6,1405,55992
2020,Mercedes-Benz GLC 300 Base,74431,4.8,894,24888
2023,Mercedes-Benz GLC 300 Base 4MATIC,6880,4.8,823,52900
2021,Mercedes-Benz GLE 350 Base,38471,4.6,76,43892
2021,Mercedes-Benz GLE 350 Base 4MATIC,39724,4.7,1239,48999
2023,Mercedes-Benz EQB 350 Base 4MATIC,3011,4.5,1684,52995
2020,Mercedes-Benz GLC 300 Base,29078,4.7,1372,31900
2020,Mercedes-Benz GLB 250 Base,28870,4.5,344,32500
2021,Mercedes-Benz GLE 350 Base 4MATIC,21289,4.2,344,48794
2021,Mercedes-Benz GLE 350 Base 4MATIC,49974,4.9,2043,41855
2024,Mercedes-Benz GLS 450 4MATIC,525,4,3563,92925
2021,Mercedes-Benz GLS 450 4MATIC,38680,,236,56499
2020,Mercedes-Benz GLB 250 Base,49047,4.7,911,25594
2020,Mercedes-Benz C-Class C 300 4MATIC,44792,4.7,1424,33977
2024,Mercedes-Benz C-Class C 300 4MATIC,2688,4.7,2879,47755
2021,Mercedes-Benz GLA 250 Base,42383,4.6,827,28997
2023,Mercedes-Benz E-Class E 350,6460,4.5,1926,54777
2023,Mercedes-Benz G-Class G 550 4MATIC,14363,,38,162900
2022,Mercedes-Benz AMG SL 63 Base,1287,4.8,5398,139891
2023,Mercedes-Benz C-Class C 300 4MATIC,3718,4.4,2963,45988
2018,Mercedes-Benz E-Class E 400,74827,4.5,1492,25998
2023,Mercedes-Benz C-Class Sedan,7571,4.3,352,45688
2024,Mercedes-Benz GLE 350 Base 4MATIC,6781,4.9,2783,62545
2021,Mercedes-Benz CLS 450 Base,37521,4.8,5398,50393
2021,Mercedes-Benz GLB 250 Base 4MATIC,11238,4.3,1491,45493
2021,Mercedes-Benz E-Class E 350 4MATIC,26507,4.5,1926,45450
2021,Mercedes-Benz GLA 250 Base 4MATIC,37322,4.8,5398,28892
2023,Mercedes-Benz E-Class E 350 4MATIC,300,4.5,1926,60950
2020,Mercedes-Benz GLE 350 Base 4MATIC,27488,4.8,899,44029
2021,Mercedes-Benz GLA 250 Base 4MATIC,31445,4.9,328,30998
2019,Mercedes-Benz E-Class E 300,43659,4.8,969,29997
2023,Mercedes-Benz GLB 250 Base 4MATIC,9424,4.5,344,43590
2021,Mercedes-Benz GLE 350 Base,40323,,386,47750
2018,Mercedes-Benz GLE 350 Base,56517,4.7,2308,25790
2022,Mercedes-Benz C-Class C 300,17298,,,41500
2023,Mercedes-Benz GLB 250 Base,14983,4.5,97,45991
2023,Mercedes-Benz CLA 250 Base,8910,4.5,2465,36988
2022,Mercedes-Benz AMG GLC 43 Base 4MATIC,16756,4.8,2002,51933
2023,Mercedes-Benz GLB 250 Base 4MATIC,8250,3.9,1800,44900
2023,Mercedes-Benz AMG CLA 35 Base 4MATIC,3042,4.7,1594,49795
2023,Mercedes-Benz E-Class E 450 4MATIC,5900,4.2,568,63989
2023,Mercedes-Benz CLA 250 Base,12142,4.8,2059,40984
2023,Mercedes-Benz GLB 250 Base,2560,3.4,468,41994
2021,Mercedes-Benz GLA 250 Base 4MATIC,37933,4.6,981,27496
2020,Mercedes-Benz CLA 250 Base,25969,3.1,133,28999
2023,Mercedes-Benz GLC 300 Base 4MATIC,4438,4.4,1038,53896
2024,Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,1687,4.8,1354,73993
2023,Mercedes-Benz GLB 250 Base,4721,4.6,800,43995
2023,Mercedes-Benz AMG GLC 43 4MATIC Coupe,21652,4.8,2002,63995
2023,Mercedes-Benz AMG C 43 Base 4MATIC,10637,4.4,1231,66983
2023,Mercedes-Benz C-Class C 300 4MATIC,4160,4.8,1354,49990
2020,Mercedes-Benz E-Class 4MATIC,29986,4.4,654,36980
2022,Mercedes-Benz GLC 300 Base 4MATIC,11039,,236,42990
2023,Mercedes-Benz GLC 300 Base 4MATIC,8045,4.9,3116,51588
2020,Mercedes-Benz C-Class 4MATIC,26626,4.3,112,29994
2023,Mercedes-Benz C-Class C 300 4MATIC,9924,4.8,1354,43592
2024,Mercedes-Benz GLE 350 Base 4MATIC,2904,,,64500
2020,Mercedes-Benz CLS 450 Base,33140,3.7,935,45500
2023,Mercedes-Benz GLB 250 Base 4MATIC,4105,4.7,197,44900
2022,Mercedes-Benz AMG GLE 63 S,18128,3.6,1405,96991
2024,Mercedes-Benz GLE 450 GLE 450,2336,,,71500
2024,Mercedes-Benz C-Class C 300,2961,4.7,2308,46777
2023,Mercedes-Benz C-Class C 300 4MATIC,4754,4.8,1354,49983
2020,Mercedes-Benz CLA 250 Base,26579,4.9,2375,29690
2021,Mercedes-Benz E-Class E 350,38262,4.8,329,41880
2020,Mercedes-Benz GLE 350 Base 4MATIC,19819,4.7,2891,48000
2021,Mercedes-Benz AMG GT 63 S 4-Door,34604,3.9,112,104995
2023,Mercedes-Benz EQB 250 Base,5424,4.5,2057,46822
2021,Mercedes-Benz AMG GT 43 Base,19831,4.5,2057,73922
2022,Mercedes-Benz GLS 450 4MATIC,38314,4.9,7140,63998
2020,Mercedes-Benz GLA 250 Base 4MATIC,17680,4.9,7140,26690
2023,Mercedes-Benz GLE 450 4MATIC,8028,4.8,2195,73887
2021,Mercedes-Benz GLC 300 ,36480,,60,35494
2023,Mercedes-Benz GLS 450 4MATIC,12336,4,3563,81225
2021,Mercedes-Benz AMG GLE 63 S Coupe 4MATIC,33467,4.7,611,80893
2020,Mercedes-Benz C-Class C 300,31753,4.6,1089,29991
2023,Mercedes-Benz GLB 250 Base,10771,,15,41221
2017,Mercedes-Benz E-Class E 300 Sport,54169,4.8,1094,24999
2022,Mercedes-Benz AMG GLA 45 Base,13640,3.1,94,45997
2023,Mercedes-Benz C-Class C 300 4MATIC,2105,4.8,1354,52983
2019,Mercedes-Benz AMG GLE 43 4MATIC Coupe,75925,4.8,1729,39699
2023,Mercedes-Benz CLA 250 Base 4MATIC,7388,4.4,925,38961
2024,Mercedes-Benz GLE 350 Base 4MATIC,9387,4.5,2465,62988
2021,Mercedes-Benz C-Class C 300,33108,,,31500
2023,Mercedes-Benz GLA 250 Base 4MATIC,10261,,6,37350
2024,Mercedes-Benz GLE 350 Base 4MATIC,11309,4.8,899,64493
2021,Mercedes-Benz GLB 250 Base,29902,2.1,238,32190
2021,Mercedes-Benz AMG GT 43 Base,21758,4.8,5398,74893
2022,Mercedes-Benz AMG GLC 43 4MATIC Coupe,5335,4.5,2057,59933
2020,Mercedes-Benz GLE 350 Base,52678,4.8,899,40495
2023,Mercedes-Benz E-Class E 450 4MATIC,5183,4.3,1491,82444
2023,Mercedes-Benz CLA 250 Base 4MATIC,2112,,50,44995
2023,Mercedes-Benz GLA 250 Base,9216,4,3563,33865
2023,Mercedes-Benz CLA 250 Base,9233,4.5,2465,37988
2023,Mercedes-Benz E-Class E 350 4MATIC,16635,4.2,568,51989
2021,Mercedes-Benz GLS 450 4MATIC,17308,4.8,1354,61693
2022,Mercedes-Benz AMG GLE 63 S-model,7899,4.7,416,114500
2024,Mercedes-Benz C-Class C 300,802,,,43848
2023,Mercedes-Benz E-Class E 450 4MATIC,2609,4.5,1050,64498
2023,Mercedes-Benz CLA 250 Base 4MATIC,7429,4.7,1014,41492
2021,Mercedes-Benz GLE 350 Base 4MATIC,22967,4.9,4322,49988
2021,Mercedes-Benz GLA 250 Base,40301,4.7,1003,26999
2023,Mercedes-Benz CLA 250 Base,11072,4.8,173,39974
2023,Mercedes-Benz GLB 250 Base 4MATIC,14706,,28,45798
2020,Mercedes-Benz E-Class E 350 4MATIC,47720,4.9,2118,35900
2021,Mercedes-Benz GLA 250 Base,25780,4.6,827,30489
2019,Mercedes-Benz GLA 250 Base,45385,4.5,1926,23980
2023,Mercedes-Benz GLB 250 Base 4MATIC,5665,4.5,843,44555
2022,Mercedes-Benz S-Class 4MATIC,31270,4.5,1102,94898
